"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Giorno A","8 giu 2026, 18:45","8 giu 2026, 20:07","","Calf Raise Gamba Singola in Piedi ",,"",1,"normal",,15,,0,
"Giorno A","8 giu 2026, 18:45","8 giu 2026, 20:07","","Calf Raise Gamba Singola in Piedi ",,"",2,"normal",,12,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Ponte Glutei",,"",0,"normal",,20,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Plank",,"",0,"normal",,0,,58,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Stacco da Terra Rumeno (Bilanciere)",,"",0,"normal",45,9,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Stacco da Terra Rumeno (Bilanciere)",,"",1,"normal",45,9,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Stacco da Terra Rumeno (Bilanciere)",,"",2,"normal",45,9,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Stacco da Terra Rumeno (Bilanciere)",,"",3,"normal",45,9,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Hip Thrust (macchina)",,"",0,"normal",40,6,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Hip Thrust (macchina)",,"",1,"normal",40,6,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Hip Thrust (macchina)",,"",2,"normal",40,6,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Affondo Bulgaro",,"",0,"normal",8,9,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Affondo Bulgaro",,"",1,"normal",8,9,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Affondo Bulgaro",,"",2,"normal",8,9,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Estensioni Glutei al Cavo",,"",0,"normal",10,11,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Estensioni Glutei al Cavo",,"",1,"normal",10,11,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Estensioni Glutei al Cavo",,"",2,"normal",10,11,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Leg Curl Seduto (Macchina)",,"",0,"normal",30,13,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Leg Curl Seduto (Macchina)",,"",1,"normal",30,13,,0,
"Giorno C","6 giu 2026, 08:58","6 giu 2026, 10:18","","Leg Curl Seduto (Macchina)",,"",2,"normal",30,13,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Plank",,"",0,"normal",,0,,42,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Lat Pulldown (Cavo)",,"",0,"normal",40,6,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Lat Pulldown (Cavo)",,"",1,"normal",40,6,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Lat Pulldown (Cavo)",,"",2,"normal",40,6,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Lat Pulldown (Cavo)",,"",3,"normal",40,6,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Lento in Avanti (Manubrio)",,"",0,"normal",8,9,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Lento in Avanti (Manubrio)",,"",1,"normal",8,9,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Lento in Avanti (Manubrio)",,"",2,"normal",8,9,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Lento in Avanti (Manubrio)",,"",3,"normal",8,9,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Rematore al Cavo da Seduto - Presa Larga",,"",0,"normal",15,12,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Rematore al Cavo da Seduto - Presa Larga",,"",1,"normal",20,12,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Rematore al Cavo da Seduto - Presa Larga",,"",2,"normal",20,12,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Curl Bicipiti con EZ Bar",,"",0,"normal",2.5,9,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Curl Bicipiti con EZ Bar",,"",1,"normal",2.5,9,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Curl Bicipiti con EZ Bar",,"",2,"normal",2.5,9,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Pushdown Tricipiti con Corda",,"",0,"normal",10,10,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Pushdown Tricipiti con Corda",,"",1,"normal",10,8,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Pushdown Tricipiti con Corda",,"",2,"normal",7.5,8,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Pushdown Tricipiti con Corda",,"",3,"normal",7.5,8,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Crunch (Con Peso Aggiunto)",,"",0,"normal",5,12,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Crunch (Con Peso Aggiunto)",,"",1,"normal",5,12,,0,
"Giorno B","2 giu 2026, 09:39","2 giu 2026, 10:51","","Crunch (Con Peso Aggiunto)",,"",2,"normal",5,12,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Ponte Glutei",,"",0,"normal",,20,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Plank",,"",0,"normal",,0,,50,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Hip Thrust (macchina)",,"",0,"normal",40,6,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Hip Thrust (macchina)",,"",1,"normal",40,6,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Hip Thrust (macchina)",,"",2,"normal",40,6,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Hip Thrust (macchina)",,"",3,"normal",40,6,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Rematore al Cavo da Seduto",,"",0,"normal",20,10,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Rematore al Cavo da Seduto",,"",1,"normal",20,10,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Rematore al Cavo da Seduto",,"",2,"normal",20,10,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Rematore al Cavo da Seduto",,"",3,"normal",20,10,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Stacco Rumeno a Gamba Singola (Manubrio)",,"",0,"normal",20,9,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Stacco Rumeno a Gamba Singola (Manubrio)",,"",1,"normal",20,9,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Stacco Rumeno a Gamba Singola (Manubrio)",,"",2,"normal",20,9,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Aperture Laterali (Manubrio)",,"",0,"normal",5,11,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Aperture Laterali (Manubrio)",,"",1,"normal",5,11,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Aperture Laterali (Manubrio)",,"",2,"normal",5,11,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Aperture Laterali (Manubrio)",,"",3,"normal",4,11,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Estensione Dorso (Ipertensione con Peso)",,"",0,"normal",8,10,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Estensione Dorso (Ipertensione con Peso)",,"",1,"normal",8,10,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Estensione Dorso (Ipertensione con Peso)",,"",2,"normal",8,10,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Calf Raise Gamba Singola in Piedi ",,"",0,"normal",,20,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Calf Raise Gamba Singola in Piedi ",,"",1,"normal",,14,,0,
"Giorno A","1 giu 2026, 10:12","1 giu 2026, 11:29","","Calf Raise Gamba Singola in Piedi ",,"",2,"normal",,12,,0,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Ponte Glutei",,"",0,"normal",,20,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Plank",,"",0,"normal",,,,50,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Stacco da Terra Rumeno (Bilanciere)",,"",0,"normal",45,9,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Stacco da Terra Rumeno (Bilanciere)",,"",1,"normal",45,9,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Stacco da Terra Rumeno (Bilanciere)",,"",2,"normal",45,9,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Stacco da Terra Rumeno (Bilanciere)",,"",3,"normal",45,9,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Hip Thrust (macchina)",,"",0,"normal",35,11,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Hip Thrust (macchina)",,"",1,"normal",35,11,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Hip Thrust (macchina)",,"",2,"normal",35,11,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Affondo Bulgaro",,"",0,"normal",8,9,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Affondo Bulgaro",,"",1,"normal",8,9,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Affondo Bulgaro",,"",2,"normal",8,9,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Estensioni Glutei al Cavo",,"",0,"normal",7.5,10,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Estensioni Glutei al Cavo",,"",1,"normal",10,10,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Estensioni Glutei al Cavo",,"",2,"normal",10,10,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Leg Curl Seduto (Macchina)",,"",0,"normal",30,13,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Leg Curl Seduto (Macchina)",,"",1,"normal",30,13,,,
"Giorno C","29 mag 2026, 18:46","29 mag 2026, 20:26","","Leg Curl Seduto (Macchina)",,"",2,"normal",30,13,,,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Plank",,"",0,"normal",,0,,40,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Lat Pulldown (Cavo)",,"",0,"normal",40,6,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Lat Pulldown (Cavo)",,"",1,"normal",40,6,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Lat Pulldown (Cavo)",,"",2,"normal",40,6,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Lat Pulldown (Cavo)",,"",3,"normal",40,6,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Lento in Avanti (Manubrio)",,"",0,"normal",8,9,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Lento in Avanti (Manubrio)",,"",1,"normal",8,9,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Lento in Avanti (Manubrio)",,"",2,"normal",8,9,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Lento in Avanti (Manubrio)",,"",3,"normal",8,9,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Rematore al Cavo da Seduto - Presa Larga",,"",0,"normal",15,12,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Rematore al Cavo da Seduto - Presa Larga",,"",1,"normal",20,12,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Rematore al Cavo da Seduto - Presa Larga",,"",2,"normal",20,12,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Curl Bicipiti con EZ Bar",,"",0,"normal",2.5,9,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Curl Bicipiti con EZ Bar",,"",1,"normal",2.5,9,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Curl Bicipiti con EZ Bar",,"",2,"normal",2.5,9,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Pushdown Tricipiti con Corda",,"",0,"normal",7.5,13,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Pushdown Tricipiti con Corda",,"",1,"normal",7.5,13,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Pushdown Tricipiti con Corda",,"",2,"normal",5,13,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Pushdown Tricipiti con Corda",,"",3,"normal",5,13,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Crunch (Con Peso Aggiunto)",,"",0,"normal",5,11,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Crunch (Con Peso Aggiunto)",,"",1,"normal",5,11,,0,
"Giorno B","26 mag 2026, 18:36","26 mag 2026, 19:41","","Crunch (Con Peso Aggiunto)",,"",2,"normal",5,11,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Ponte Glutei",,"",0,"normal",,20,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Plank",,"",0,"normal",,0,,46,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Hip Thrust (macchina)",,"",0,"normal",40,6,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Hip Thrust (macchina)",,"",1,"normal",40,6,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Hip Thrust (macchina)",,"",2,"normal",40,6,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Hip Thrust (macchina)",,"",3,"normal",40,6,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Rematore al Cavo da Seduto",,"",0,"normal",20,9,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Rematore al Cavo da Seduto",,"",1,"normal",20,9,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Rematore al Cavo da Seduto",,"",2,"normal",20,9,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Rematore al Cavo da Seduto",,"",3,"normal",20,9,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Stacco Rumeno a Gamba Singola (Manubrio)",,"",0,"normal",20,9,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Stacco Rumeno a Gamba Singola (Manubrio)",,"",1,"normal",20,9,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Stacco Rumeno a Gamba Singola (Manubrio)",,"",2,"normal",20,9,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Aperture Laterali (Manubrio)",,"",0,"normal",4,11,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Aperture Laterali (Manubrio)",,"",1,"normal",4,11,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Aperture Laterali (Manubrio)",,"",2,"normal",4,11,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Aperture Laterali (Manubrio)",,"",3,"normal",4,11,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Estensione Dorso (Ipertensione con Peso)",,"",0,"normal",8,10,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Estensione Dorso (Ipertensione con Peso)",,"",1,"normal",8,10,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Estensione Dorso (Ipertensione con Peso)",,"",2,"normal",8,10,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Calf Raise Gamba Singola in Piedi ",,"",0,"normal",,20,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Calf Raise Gamba Singola in Piedi ",,"",1,"normal",,18,,0,
"Giorno A","25 mag 2026, 18:52","25 mag 2026, 20:16","","Calf Raise Gamba Singola in Piedi ",,"",2,"normal",,15,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Ponte Glutei",,"",0,"normal",,20,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Plank",,"",0,"normal",,0,,52,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Stacco da Terra Rumeno (Bilanciere)",,"",0,"normal",45,8,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Stacco da Terra Rumeno (Bilanciere)",,"",1,"normal",45,8,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Stacco da Terra Rumeno (Bilanciere)",,"",2,"normal",45,8,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Stacco da Terra Rumeno (Bilanciere)",,"",3,"normal",45,8,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Hip Thrust (macchina)",,"",0,"normal",35,11,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Hip Thrust (macchina)",,"",1,"normal",35,11,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Hip Thrust (macchina)",,"",2,"normal",35,11,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Affondo Bulgaro",,"",0,"normal",8,8,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Affondo Bulgaro",,"",1,"normal",8,8,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Affondo Bulgaro",,"",2,"normal",8,8,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Estensioni Glutei al Cavo",,"",0,"normal",7.5,10,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Estensioni Glutei al Cavo",,"",1,"normal",7.5,10,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Estensioni Glutei al Cavo",,"",2,"normal",7.5,10,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Leg Curl Seduto (Macchina)",,"",0,"normal",30,12,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Leg Curl Seduto (Macchina)",,"",1,"normal",30,12,,0,
"Giorno C","23 mag 2026, 11:47","23 mag 2026, 12:58","","Leg Curl Seduto (Macchina)",,"",2,"normal",30,12,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Plank",,"",0,"normal",,0,,30,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Lat Pulldown (Cavo)",,"",0,"normal",35,10,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Lat Pulldown (Cavo)",,"",1,"normal",35,10,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Lat Pulldown (Cavo)",,"",2,"normal",35,8,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Lat Pulldown (Cavo)",,"",3,"normal",35,8,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Lento in Avanti (Manubrio)",,"",0,"normal",8,8,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Lento in Avanti (Manubrio)",,"",1,"normal",8,8,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Lento in Avanti (Manubrio)",,"",2,"normal",8,8,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Lento in Avanti (Manubrio)",,"",3,"normal",8,8,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Rematore al Cavo da Seduto - Presa Larga",,"",0,"normal",15,12,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Rematore al Cavo da Seduto - Presa Larga",,"",1,"normal",15,12,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Rematore al Cavo da Seduto - Presa Larga",,"",2,"normal",15,12,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Curl Bicipiti con EZ Bar",,"",0,"normal",2.5,8,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Curl Bicipiti con EZ Bar",,"",1,"normal",2.5,8,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Curl Bicipiti con EZ Bar",,"",2,"normal",2.5,8,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Pushdown Tricipiti con Corda",,"",0,"normal",7.5,13,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Pushdown Tricipiti con Corda",,"",1,"normal",7.5,12,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Pushdown Tricipiti con Corda",,"",2,"normal",5,13,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Pushdown Tricipiti con Corda",,"",3,"normal",5,13,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Crunch (Con Peso Aggiunto)",,"",0,"normal",5,10,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Crunch (Con Peso Aggiunto)",,"",1,"normal",5,10,,0,
"Giorno B","19 mag 2026, 18:41","19 mag 2026, 19:39","","Crunch (Con Peso Aggiunto)",,"",2,"normal",5,10,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Ponte Glutei",,"",0,"normal",,20,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Plank",,"",0,"normal",,0,,45,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Hip Thrust (macchina)",,"",0,"normal",37.5,8,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Hip Thrust (macchina)",,"",1,"normal",37.5,8,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Hip Thrust (macchina)",,"",2,"normal",37.5,8,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Hip Thrust (macchina)",,"",3,"normal",37.5,8,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Rematore al Cavo da Seduto",,"",0,"normal",20,8,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Rematore al Cavo da Seduto",,"",1,"normal",20,8,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Rematore al Cavo da Seduto",,"",2,"normal",20,8,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Rematore al Cavo da Seduto",,"",3,"normal",20,8,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Stacco Rumeno a Gamba Singola (Manubrio)",,"",0,"normal",20,8,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Stacco Rumeno a Gamba Singola (Manubrio)",,"",1,"normal",20,8,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Stacco Rumeno a Gamba Singola (Manubrio)",,"",2,"normal",20,8,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Aperture Laterali (Manubrio)",,"",0,"normal",4,10,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Aperture Laterali (Manubrio)",,"",1,"normal",4,10,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Aperture Laterali (Manubrio)",,"",2,"normal",4,10,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Aperture Laterali (Manubrio)",,"",3,"normal",4,10,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Estensione Dorso (Ipertensione con Peso)",,"",0,"normal",5,12,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Estensione Dorso (Ipertensione con Peso)",,"",1,"normal",5,12,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Estensione Dorso (Ipertensione con Peso)",,"",2,"normal",5,12,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Calf Raise Gamba Singola in Piedi ",,"",0,"normal",,20,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Calf Raise Gamba Singola in Piedi ",,"",1,"normal",,17,,0,
"Giorno A","18 mag 2026, 19:09","18 mag 2026, 20:37","","Calf Raise Gamba Singola in Piedi ",,"",2,"normal",,15,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Ponte Glutei",,"",0,"normal",,20,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Plank",,"",0,"normal",,0,,54,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Stacco da Terra Rumeno (Bilanciere)",,"",0,"normal",45,8,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Stacco da Terra Rumeno (Bilanciere)",,"",1,"normal",45,8,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Stacco da Terra Rumeno (Bilanciere)",,"",2,"normal",45,8,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Stacco da Terra Rumeno (Bilanciere)",,"",3,"normal",45,8,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Hip Thrust (macchina)",,"",0,"normal",35,10,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Hip Thrust (macchina)",,"",1,"normal",35,10,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Hip Thrust (macchina)",,"",2,"normal",35,10,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Affondo Bulgaro",,"",0,"normal",7,8,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Affondo Bulgaro",,"",1,"normal",7,8,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Affondo Bulgaro",,"",2,"normal",7,8,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Estensioni Glutei al Cavo",,"",0,"normal",7.5,10,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Estensioni Glutei al Cavo",,"",1,"normal",7.5,10,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Estensioni Glutei al Cavo",,"",2,"normal",7.5,10,,0,
"Giorno C","16 mag 2026, 12:01","16 mag 2026, 13:28","","Leg Curl Seduto (Macchina)",,"",0,"normal",30,12,,0,
